,Immature nptxEX,VLMC,CP,dNBL1,Immature MSN,dNBL2,Immature CMPN,dEGC,dNBL3,Immature cckIN,Immature dpEX,dNBL4,Immature DMIN,wntEGC,sfrpEGC,Immature mpEX,dNBL5,nptxEX,MSN,sstIN,Unknown,tlNBL,dpEX,MCG,CMPN,npyIN,cckIN,scgnIN,ribEGC,mpEX,ntng1IN,mpIN
tlNBL,0,6.282682418823242,2.8963308334350586,0,0,0,0,0,0,0,0,0,0,8.473570823669434,8.007182121276855,0,0,5.638787269592285,4.937516212463379,4.578599452972412,0,6.719958305358887,3.6983108520507812,0,4.272046089172363,0,4.885959148406982,4.5801825523376465,4.060832977294922,3.6399190425872803,5.465346336364746,3.654733896255493
dpEX,0,3.418065071105957,2.2870864868164062,0,0,0,0,0,0,0,0,0,0,6.537853717803955,6.5055460929870605,0,0,5.177532196044922,4.3958516120910645,4.243638515472412,0,5.871524333953857,3.517669439315796,0,3.4457509517669678,0,4.5841264724731445,4.093896389007568,2.913130283355713,2.927889347076416,4.46782112121582,2.9713072776794434
MCG,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
CMPN,0,2.1560587882995605,1.5254751443862915,0,0,0,0,0,0,0,0,0,0,5.618226051330566,5.487443923950195,0,0,3.8210361003875732,3.5936086177825928,3.0190987586975098,0,4.920403957366943,2.4265732765197754,0,2.5442402362823486,0,3.5892245769500732,2.733851432800293,2.1124727725982666,2.392605781555176,3.468092918395996,2.400787591934204
npyIN,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
cckIN,0,2.727843761444092,1.5069153308868408,0,0,0,0,0,0,0,0,0,0,5.664331436157227,5.292539596557617,0,0,4.470125198364258,3.4341282844543457,2.8873109817504883,0,5.32446813583374,2.4207231998443604,0,2.623680353164673,0,3.4135689735412598,2.8310041427612305,2.005918502807617,2.38779616355896,3.589374542236328,2.3902363777160645
scgnIN,0,4.273387908935547,2.8781189918518066,0,0,0,0,0,0,0,0,0,0,6.158207893371582,6.118385314941406,0,0,4.962238788604736,4.368100643157959,4.152444362640381,0,6.091367721557617,3.54563045501709,0,3.7746901512145996,0,4.833094120025635,3.983560085296631,2.9886550903320312,3.5123958587646484,4.905622959136963,3.608628988265991
ribEGC,0,5.216994762420654,2.1197636127471924,0,0,0,0,0,0,0,0,0,0,7.909459590911865,8.389766693115234,0,0,4.1432366371154785,4.230395793914795,4.494807720184326,0,6.1131157875061035,2.8676137924194336,0,2.488910436630249,0,4.206961631774902,3.2905113697052,3.648705005645752,2.8009753227233887,3.987644672393799,2.809281349182129
mpEX,0,4.256870746612549,2.851496458053589,0,0,0,0,0,0,0,0,0,0,6.9343647956848145,6.938269138336182,0,0,5.587604522705078,3.8866286277770996,4.033181190490723,0,6.227153301239014,3.359874725341797,0,3.8505401611328125,0,4.341348171234131,4.035614967346191,3.3018627166748047,3.3316845893859863,5.044737339019775,3.4425137042999268
ntng1IN,0,2.0851452350616455,1.5450482368469238,0,0,0,0,0,0,0,0,0,0,5.429877281188965,5.314059734344482,0,0,3.683835983276367,3.6100924015045166,2.866446018218994,0,4.917631149291992,2.3476741313934326,0,2.4980149269104004,0,3.593240261077881,2.6536691188812256,1.9722862243652344,2.3151931762695312,3.4636993408203125,2.339231491088867
mpIN,0,2.839822292327881,1.6277155876159668,0,0,0,0,0,0,0,0,0,0,5.174897193908691,5.0815839767456055,0,0,4.493628978729248,3.163724422454834,2.9509389400482178,0,5.081712245941162,2.3658084869384766,0,2.7418808937072754,0,3.171318531036377,2.8167057037353516,1.7922968864440918,2.3391354084014893,3.7699460983276367,2.3788821697235107
